ItemName,StockLevel,Cost,ReimbursementPotential,ExpirationDate
Carbidopa,444592,6.85,3230208.55,10/12/2028
Methenamine Mandelate,444869,1.19,560595.53,4/5/2028
Oxaprozin,445814,1.72,813966.54,12/25/2028
Calcipotriene/Betamethasone,446126,16.37,7742999.04,5/3/2028
Calcipotriene/Betamethasone,446126,16.37,7742999.04,5/4/2028
Cefazolin Sodium,446739,1.14,541953.71,5/26/2028
Estradiol/Norethindrone Acet,446919,2.67,1265627.22,4/24/2028
Estradiol/Norethindrone Acet,446919,2.67,1265627.22,4/25/2028
Axitinib,447322,186.79,88566818.65,11/9/2028
Axitinib,447322,186.79,88566818.65,11/10/2028
Metoprolol Succinate,447995,0.59,279899.3,10/4/2028
Ethinyl Estradiol/Drospirenone,448716,1.19,564167.76,2/1/2028
Haloperidol,449783,0.56,267627.68,4/2/2028
Calcitriol,450000,5,2384299.56,1/28/2028
Fluocinolone Acetonide,450068,1.16,552377.42,2/28/2028
Nisoldipine,450253,7.2,3436348.38,9/6/2028
Olanzapine,450290,0.86,409476.45,10/30/2028
Flavoxate HCl,450294,0.82,389240.47,5/23/2028
Syring-Needl Disp Insul 0.3 Ml,450365,0.25,121611.38,10/1/2028
Syring-Needl Disp Insul 0.3 Ml,450365,0.25,121611.38,10/2/2028
Indomethacin,454454,0.85,408033.77,11/26/2028
Ethacrynic Acid,454621,13.55,6527836.52,6/22/2028
Dexamethasone Sodium Phosphate,455437,10.02,4838594.36,10/13/2028
Gentamicin Sulfate,455546,1.99,961660.81,11/14/2028
Doxycycline Monohydrate,455826,0.27,128212.83,3/14/2028
Diflorasone Diacetate,455960,9.37,4528999.24,3/5/2028
Fluphenazine Decanoate,456299,23.05,11147208.33,11/28/2028
Oxycodone HCl,456508,0.34,162414.05,10/7/2028
Sub-Q Insulin Device  30 Unit,456600,11.62,5623034.07,5/11/2028
Sub-Q Insulin Device  30 Unit,456600,11.62,5623034.07,5/12/2028
Norethindrone-E.Estradiol-Iron,457064,0.6,290331.08,6/22/2028
Norethindrone-E.Estradiol-Iron,457064,0.6,290331.08,6/23/2028
Epinephrine,457372,144.61,70109619.28,1/31/2028
Desoximetasone,457375,4.23,2052282.29,11/29/2028
Cefpodoxime Proxetil,457386,5.15,2497389.58,4/4/2028
Alcohol Antiseptic Pads,459770,0.01,7101.32,1/29/2028
Alcohol Antiseptic Pads,459770,0.01,7101.32,1/30/2028
Lamivudine,460087,4.51,2201788.63,5/12/2028
Erythromycin Base,461421,11.41,5583110.92,10/14/2028
Levetiracetam,461477,0.28,139266.51,9/13/2028
Regorafenib,462490,199.55,97828782.7,12/3/2028
Regorafenib,462490,199.55,97828782.7,12/4/2028
Thioridazine HCl,462840,0.69,338951.48,5/16/2028
Simvastatin,462910,7.21,3539137.79,5/10/2028
Simvastatin,462910,7.21,3539137.79,5/12/2028
Polymyxin B Sulfate,464179,0.21,104590.64,3/28/2028
Zolmitriptan,464842,8.83,4348556.4,4/9/2028
Dapsone,467192,1.96,970143.78,6/25/2028
Testosterone Cypionate,468506,10.06,4995897.97,7/13/2028
Rizatriptan Benzoate,469271,2.38,1183597.91,8/20/2028
Amikacin Sulfate,469415,1.79,892262.49,7/2/2028
Triamcinolone Acetonide,469670,2.09,1042469.95,3/29/2028
Triamcinolone Acetonide,469670,2.09,1042469.95,3/30/2028
Perindopril Erbumine,469946,0.78,387602.2,12/2/2028
Galantamine HBr,470193,2.82,1404367.39,2/27/2028
Alcohol Antiseptic Pads,470247,0.02,9652.43,1/15/2028
Sulfacetamide Sodium,470290,1.01,503714.69,10/17/2028
Piperacillin Sodium/Tazobactam,470557,1.07,534416.97,6/7/2028
Budesonide,471620,52.35,26171924.96,10/11/2028
Daptomycin,471962,33.12,16571344.37,6/5/2028
Estradiol,471973,15.1,7552126.47,8/13/2028
Exemestane,472219,6.76,3385118.27,3/25/2028
Valacyclovir HCl,473527,0.85,428888.58,5/1/2028
Penicillin G Potassium,473927,1.08,542570.62,10/30/2028
Insulin Lispro Protamin/Lispro,474115,28.95,14551036.42,12/22/2028
Insulin Lispro Protamin/Lispro,474115,28.95,14551036.42,12/23/2028
Danazol,474470,4.28,2153320.12,7/7/2028
Benzonatate,474651,0.29,144779.29,7/3/2028
Clotrimazole,474915,0.53,265892.09,6/18/2028
Olanzapine,475227,4.08,2054004.79,11/7/2028
Levofloxacin,475416,1.29,651465.96,7/27/2028
Lipase/Protease/Amylase,475657,4.77,2402830.79,11/5/2028
Lipase/Protease/Amylase,475657,4.77,2402830.79,11/6/2028
Metoprolol Tartrate,475969,0.12,62365.77,9/11/2028
Cefprozil,476224,1.8,910600.7,3/28/2028
Cefepime HCl,477340,1,506374,4/25/2028
Primidone,477357,34.58,17496485.37,7/6/2028
Primidone,477357,34.58,17496485.37,7/7/2028
Aztreonam,477462,5.4,2734495.52,10/29/2028
Diphenoxylate HCl/Atropine,477601,0.47,240338.54,11/13/2028
Lamivudine,477747,3.78,1915776.14,5/9/2028
Fenofibrate Micronized,479008,1.08,547956.44,9/12/2028
Eszopiclone,479898,15.69,7983379.35,5/27/2028
Eszopiclone,479898,15.69,7983379.35,5/28/2028
Disulfiram,480105,1.86,945592.63,10/20/2028
Ampicillin Sod/Sulbactam Sod,480235,0.71,359279.65,1/20/2028
Deferasirox,480368,137.14,69828497.03,3/16/2028
Deferasirox,480368,137.14,69828497.03,3/17/2028
Alcohol Antiseptic Pads,480948,0.03,15818.92,12/30/2028
Clotrimazole,482390,0.84,431442.02,6/25/2028
Buprenorphine HCl/Naloxone HCl,483706,6.48,3320994.66,7/29/2028
Dutasteride,484309,1.14,583491.07,11/26/2028
Trazodone HCl,484915,0.26,132946.19,7/19/2028
Betaxolol HCl,485429,0.88,454866.8,4/8/2028
Orphenadrine Citrate,485613,0.62,318001.89,3/10/2028
Dutasteride/Tamsulosin HCl,485637,3.41,1755764.71,11/21/2028
Insulin Glulisine,485918,34.14,17585202.06,11/29/2028
Insulin Glulisine,485918,34.14,17585202.06,11/30/2028
Memantine HCl,486963,7.2,3715385.49,4/13/2028
Memantine HCl,486963,7.2,3715385.49,4/14/2028
Pilocarpine HCl,487379,4.77,2464472.99,7/19/2028
Estrogens Esterified,487478,2.52,1302391.79,10/9/2028
Estrogens Esterified,487478,2.52,1302391.79,10/10/2028
Syringe-Needle Insulin 0.5 Ml,487902,0.43,223262.12,4/19/2028
Syringe-Needle Insulin 0.5 Ml,487902,0.43,223262.12,4/20/2028
Fenofibrate Micronized,489649,2.6,1347591.33,9/2/2028
Clozapine,490287,5.25,2726329.58,5/26/2028
Topiramate,490318,13.9,7222844.98,11/3/2028
Topiramate,490318,13.9,7222844.98,11/4/2028
Zolpidem Tartrate,490899,15.93,8291810.1,7/29/2028
Zolpidem Tartrate,490899,15.93,8291810.1,7/30/2028
Butalb/Acetaminophen/Caffeine,491508,2.09,1088535.1,4/9/2028
Amlodipine Besylate/Benazepril,492823,10.05,5251180.8,7/7/2028
Amlodipine Besylate/Benazepril,492823,10.05,5251180.8,7/8/2028
Hydroxychloroquine Sulfate,493416,9.08,4746967.46,4/27/2028
Hydroxychloroquine Sulfate,493416,9.08,4746967.46,4/28/2028
Glipizide,493908,2.34,1224638.49,8/26/2028
Glipizide,493908,2.34,1224638.49,8/27/2028
Ibandronate Sodium,493999,35.38,18526933.44,4/10/2028
Metronidazole,494562,1.07,561617.93,1/1/2029
Metronidazole,494562,1.07,561617.93,1/2/2029
Quinidine Gluconate,495102,6.28,3294061.65,7/11/2028
Quinidine Gluconate,495102,6.28,3294061.65,7/12/2028
Ziprasidone HCl,495699,22.19,11658593.41,11/1/2028
Imiquimod,495880,3.64,1915221.72,1/8/2029
Atenolol,496339,12.21,6421888.3,9/15/2028
Atenolol,496339,12.21,6421888.3,9/16/2028
Alprazolam,496785,1.54,811301.27,9/20/2028
Tranexamic Acid,497748,3.11,1638948.41,8/23/2028
Alcohol Antiseptic Pads,500605,0.01,5324.62,12/25/2028
Potassium Chloride,500690,0.06,33978.83,2/12/2028
Butalbital/Acetaminophen,501291,1.12,592908.87,5/1/2028
Disulfiram,501323,1.87,992640.77,10/21/2028
Olanzapine/Fluoxetine HCl,501459,10.07,5350619.5,10/20/2028
Meropenem,501991,0.91,483798.74,9/14/2028
Naratriptan HCl,502290,4.21,2241376.03,2/25/2028
Zidovudine,502358,0.6,319050.59,6/29/2028
Alcohol Antiseptic Pads,502504,0.02,12074.96,12/28/2028
Nadolol,502534,2.32,1236215.51,6/9/2028
Nifedipine,502576,0.73,390316.23,10/6/2028
Neomycin/Polymyxin B/Dexametha,502608,4.03,2147206.68,12/25/2028
Polymyxin B Sulfate,503063,0.22,116848.99,3/30/2028
Flavoxate HCl,503092,0.87,461907.77,5/24/2028
Syringe And Needle Insulin 1ml,503898,0.43,229808.27,4/27/2028
Syringe And Needle Insulin 1ml,503898,0.43,229808.27,4/28/2028
Tenofovir Disoproxil Fumarate,504753,12.79,6841633.81,9/23/2028
Sodium Chloride 3 %,504837,0.01,4271.54,7/1/2028
Bupropion HCl,504877,0.43,230249.76,7/18/2028
Tretinoin,504893,3.07,1640392.42,6/14/2028
Lidocaine HCl/PF,505371,0.58,311560.28,3/22/2028
Glyburide/Metformin HCl,505744,0.14,75606.55,8/11/2028
Hydrocortisone,505806,1.45,779000.72,1/28/2028
Hydrocortisone,505806,1.45,779000.72,1/29/2028
Acetylcysteine,507152,0.99,532807.86,9/2/2028
Lenvatinib Mesylate,507703,317.59,170913421.4,12/25/2028
Lenvatinib Mesylate,507703,317.59,170913421.4,12/26/2028
Estradiol,508512,15,8084428.82,8/15/2028
Omeprazole/Sodium Bicarbonate,508516,38.59,20799811.79,7/23/2028
Promethazine HCl,508586,1.46,788135.19,2/16/2028
Donepezil HCl,508764,0.32,170226.68,7/27/2028
Carbamazepine,509184,3.96,2139574.08,12/25/2028
Carbamazepine,509184,3.96,2139574.08,12/26/2028
Tacrolimus,509641,5.03,2719435.19,4/30/2028
Diphenhydramine HCl,509696,0.69,370150.61,11/18/2028
Levetiracetam,509983,0.09,48094.64,10/7/2028
Imm Glob G (IgG)/Sorb/IgA 0-50,510050,6.42,3471770.28,5/21/2028
Imm Glob G (IgG)/Sorb/IgA 0-50,510050,6.42,3471770.28,5/22/2028
Syringe-Needle Insulin 0.5 Ml,510744,0.48,259698.79,4/18/2028
Syringe-Needle Insulin 0.5 Ml,510744,0.48,259698.79,4/19/2028
Fluvoxamine Maleate,511681,7.21,3910943.61,9/24/2028
Magnesium Sulfate In Water,512833,0.1,52977.21,4/1/2028
Minocycline HCl,513400,0.57,308903.07,4/5/2028
Ampicillin Sodium,513465,3.97,2162345.22,2/13/2028
Levofloxacin In Dextrose 5 %,513576,0.06,33483.71,7/12/2028
Diclofenac Sodium,514235,0.37,200845.73,4/20/2028
Moxifloxacin HCl,515998,17.09,9348607.63,10/7/2028
Aztreonam,516213,5.3,2897408.73,10/31/2028
Quinine Sulfate,517370,3.49,1911646.41,7/6/2028
Nizatidine,517431,0.55,301797.02,7/11/2028
Lipase/Protease/Amylase,517740,4.67,2561646,6/12/2028
Lipase/Protease/Amylase,517740,4.67,2561646,6/14/2028
Oseltamivir Phosphate,517875,12.99,7130082.47,2/24/2028
Finasteride,518498,0.4,221250.84,7/3/2028
Abemaciclib,518836,205.17,112838612.6,8/14/2028
Abemaciclib,518836,205.17,112838612.6,8/15/2028
Cromolyn Sodium,519388,1.45,800209.11,12/21/2028
Clobazam,520178,8.71,4800628.19,11/23/2028
Meropenem,520347,1.93,1064742.73,9/11/2028
Chlorzoxazone,521460,13.51,7465343.8,9/17/2028
Lamivudine,521636,0.34,189983.91,5/16/2028
Buprenorphine HCl,521976,1.44,795324.36,8/6/2028
Pen Needle  Diabetic,522147,0.25,138826.37,2/27/2028
Pen Needle  Diabetic,522147,0.25,138826.37,2/28/2028
Carbidopa/Levodopa,522481,0.25,136594.67,10/4/2028
Doxycycline Monohydrate,523195,0.76,418716.37,3/15/2028
Ondansetron HCl,523383,0.93,517806.94,6/1/2028
Fluocinonide,523458,1.62,896872.03,2/4/2028
Ciclopirox Olamine,525081,1.28,712027.12,7/29/2028
Levothyroxine Sodium,525449,0.47,262173.33,6/4/2028
Ropinirole HCl,525627,0.22,120190.04,7/20/2028
Bosutinib,525890,229.65,128017188.1,12/12/2028
Bosutinib,525890,229.65,128017188.1,12/13/2028
Estradiol,526691,21.06,11759511.51,5/3/2028
Estradiol,526691,21.06,11759511.51,5/4/2028
Amlodipine Besylate/Valsartan,527289,10.04,5613414.67,3/20/2028
Amlodipine Besylate/Valsartan,527289,10.04,5613414.67,3/21/2028
Cromolyn Sodium,527856,0.97,540634.23,12/16/2028
Erythromycin Base,528339,7.91,4432630.92,11/12/2028
Carvedilol Phosphate,528519,7.96,4456659.08,2/4/2028
Etodolac,529982,1.97,1104106.83,5/26/2028
Topiramate,530118,0.14,78054.93,11/16/2028
Riluzole,530491,3.77,2120516,11/5/2028
Oxacillin Sodium,531401,2.07,1163711.41,1/18/2028
Hydralazine HCl,532182,0.13,74778.77,10/30/2028
Fluocinolone Acetonide,532293,1.11,625686.98,3/9/2028
Gentamicin Sulfate,533365,1.9,1075425.93,11/12/2028
Dronabinol,535773,2.85,1617744.87,2/25/2028
Trimethobenzamide HCl,537199,1.34,760373.72,2/10/2028
Moxifloxacin HCl,537580,17.42,9926952.32,10/14/2028
Calcipotriene,538379,2.18,1242477.19,2/19/2028
Promethazine HCl,539480,0.09,49396.2,2/6/2028
Ondansetron HCl/PF,540999,0.48,277089.55,7/1/2028
Ciprofloxacin HCl,542870,0.51,293516.51,5/16/2028
Betamethasone Valerate,542889,0.76,437594.7,4/20/2028
Ergocalciferol (Vitamin D2),542980,0.97,559194.44,5/9/2028
Levofloxacin,543288,1.19,682648.04,7/30/2028
Etanercept,543718,1176.36,677982778.6,4/26/2028
Etanercept,543718,1176.36,677982778.6,4/27/2028
Efavirenz,544179,25.42,14662646.07,8/28/2028
Cefpodoxime Proxetil,545195,5.21,3012027.5,4/2/2028
Ampicillin Sodium,545739,0.93,536613.41,2/12/2028
Ceftriaxone Sodium,546033,3.31,1917693.33,3/6/2028
Norethindrone Acetate,546581,1.11,643463.23,6/16/2028
Tetracycline HCl,547139,2.73,1581649.27,6/15/2028
Buprenorphine,547512,125.12,72614145.25,3/29/2028
Buprenorphine,547512,125.12,72614145.25,3/30/2028
Lamotrigine,548037,7.53,4372694.46,3/30/2028
Morphine Sulfate,548756,5.04,2932362.2,11/15/2028
Lactulose,548986,7.28,4234012.08,7/31/2028
Lactulose,548986,7.28,4234012.08,8/1/2028
Miglitol,549449,1.66,968407.52,5/17/2028
Miglitol,549449,1.66,968407.52,5/19/2028
Nicotine,550902,11.15,6509853.4,10/12/2028
Nicotine,550902,11.15,6509853.4,10/13/2028
Ondansetron HCl,551120,1.22,709907.24,5/26/2028
Methylphenidate HCl,552052,3.89,2274167.74,1/9/2029
Abacavir Sulfate/Lamivudine,552209,11,6437627.32,12/28/2028
Atenolol,553550,0.17,100468.91,6/18/2028
Clindamycin Phosphate/D5W,554075,0.2,119463.56,12/27/2028
Trifluoperazine HCl,555216,1.11,650399.11,3/2/2028
Darifenacin Hydrobromide,555343,6.72,3957228.58,5/19/2028
Clindamycin Palmitate HCl,555421,0.42,250016.38,2/12/2028
Eletriptan Hydrobromide,555797,19.58,11536938.78,7/28/2028
Codeine Sulfate,556154,0.44,259080.58,5/17/2028
Naftifine HCl,558800,5.12,3033417.41,5/21/2028
Mometasone Furoate,558954,15.52,9196475.55,7/28/2028
Mometasone Furoate,558954,15.52,9196475.55,7/29/2028
Cabozantinib S-Malate,560902,571.13,339568129.4,3/5/2028
Cabozantinib S-Malate,560902,571.13,339568129.4,3/6/2028
Trazodone HCl,561176,0.17,99034.4,7/18/2028
Piperacillin Sodium/Tazobactam,561706,2.11,1256917.42,6/6/2028
Norgestimate-Ethinyl Estradiol,562033,0.51,306673.79,6/8/2028
Theophylline Anhydrous,562255,0.71,424205.24,7/4/2028
Theophylline Anhydrous,562255,0.71,424205.24,7/5/2028
Dofetilide,562809,4.77,2845449.71,8/21/2028
Alclometasone Dipropionate,563071,1.23,732960.19,2/1/2028
Methylphenidate HCl,563346,9.14,5456967.71,2/25/2028
Methylphenidate HCl,563346,9.14,5456967.71,2/26/2028
Zileuton,564778,21.57,12915286.12,6/26/2028
Itraconazole,565759,3.66,2195614.43,2/24/2028
Atazanavir Sulfate/Cobicistat,566022,54.44,32661914.74,4/15/2028
Atazanavir Sulfate/Cobicistat,566022,54.44,32661914.74,4/16/2028
Gentamicin In NaCl  Iso-Osm,566567,0.06,34415.79,11/18/2028
Gentamicin In NaCl  Iso-Osm,566567,0.06,34415.79,11/19/2028
Meprobamate,566585,3.01,1805891.29,9/24/2028
Lidocaine HCl,566621,0.59,353328.55,3/29/2028
Lamotrigine,567354,5.62,3379431.23,4/2/2028
Tramadol HCl,567435,3.24,1947011.83,9/9/2028
Buprenorphine HCl,568228,1.35,812709.2,8/11/2028
Galantamine HBr,569610,0.96,576883.65,2/22/2028
Megestrol Acetate,569744,3.13,1889128.91,12/9/2028
Losartan/Hydrochlorothiazide,571627,4.99,3025290.02,4/27/2028
Losartan/Hydrochlorothiazide,571627,4.99,3025290.02,4/29/2028
Tetracycline HCl,572134,4.06,2464589.53,6/14/2028
Famciclovir,572548,1.27,769382.16,1/24/2028
Acamprosate Calcium,573142,0.91,554795.65,11/17/2028
Pen Needle  Diabetic,573441,0.2,119485.96,2/12/2028
Ibandronate Sodium,573896,32.25,19619513.35,4/13/2028
Pramipexole Di-HCl,575005,9.99,6086510.79,11/29/2028
Linezolid In Dextrose 5%,575210,0.25,151113.98,12/24/2028
Exenatide Microspheres,576940,194.07,118685265,3/27/2028
Exenatide Microspheres,576940,194.07,118685265,3/28/2028
Fluoride (Sodium),577407,0.08,46358.99,11/24/2028
Fluoride (Sodium),577407,0.08,46358.99,11/25/2028
Nevirapine,577414,0.51,314115.44,11/21/2028
Rivastigmine,577423,8.73,5344222.29,9/6/2028
Imiquimod,577965,3.74,2290580.77,1/5/2029
Polymyxin B Sulf/Trimethoprim,578419,0.85,522571.21,4/1/2028
Rituximab,578562,94.33,57847453.07,9/13/2028
Rituximab,578562,94.33,57847453.07,9/14/2028
Amitriptyline/Chlordiazepoxide,579117,1.36,835155.17,11/13/2028
Amitriptyline/Chlordiazepoxide,579117,1.36,835155.17,11/14/2028
Quinidine Sulfate,579248,0.31,188568.42,7/8/2028
Quinidine Sulfate,579248,0.31,188568.42,7/9/2028
Famciclovir,579557,1.28,787074.41,1/28/2028
Meloxicam,580773,0.26,162594.52,11/29/2028
Testosterone,580875,5.17,3181232.99,8/1/2028
Lidocaine HCl,580989,0.51,317113.94,3/28/2028
Sildenafil Citrate,581618,2.28,1402945.3,11/10/2028
Fluoxetine HCl,583199,6.66,4119512.93,12/2/2028
Diclofenac Sodium,585171,1.03,641783.49,5/6/2028
Pyridostigmine Bromide,588849,10.75,6707111.17,9/26/2028
Ursodiol,589985,2.09,1308786.53,5/18/2028
Clindamycin Phosphate/D5W,590231,0.2,125939.63,12/28/2028
Clobetasol Propionate,592123,1.13,709564.08,10/9/2028
Levetiracetam,593382,0.14,85647.35,10/17/2028
Norethindrone-E.Estradiol-Iron,593695,0.54,339491.28,1/9/2029
Norethindrone-E.Estradiol-Iron,593695,0.54,339491.28,1/10/2029
Clonidine HCl,593834,3.01,1896486.32,7/30/2028
Cefepime HCl,595622,0.57,358116.94,4/29/2028
Gabapentin,595697,0.17,109259.77,3/31/2028
Budesonide,596206,2.45,1548180.16,9/22/2028
Methotrexate Sodium/PF,597226,1.72,1086344.84,3/1/2028
Ampicillin Sodium,597570,0.79,502180.42,2/2/2028
Fluvastatin Sodium,598272,3.26,2066609.65,10/1/2028
Citalopram Hydrobromide,598453,0.37,235356.45,4/22/2028
Daptomycin,599618,55.04,34985195.69,6/4/2028
Risperidone,601736,0.34,219834.13,10/3/2028
Vancomycin HCl In 5 % Dextrose,601884,0.08,50459.04,1/3/2029
Vancomycin HCl In 5 % Dextrose,601884,0.08,50459.04,1/4/2029
Metronidazole,602374,0.42,270819.59,8/1/2028
Amantadine HCl,603123,40.15,25668171.43,7/6/2028
Amantadine HCl,603123,40.15,25668171.43,7/7/2028
Demeclocycline HCl,603328,5.87,3756647.75,3/11/2028
Oxiconazole Nitrate,604422,10.12,6480697.17,11/27/2028
Dextroamphetamine/Amphetamine,607546,6.34,4084446.97,5/19/2028
Dextroamphetamine/Amphetamine,607546,6.34,4084446.97,5/20/2028
Phenobarbital,608243,0.36,231352.5,10/5/2028
Quinapril HCl,609380,4.63,2992815.07,11/3/2028
Quinapril HCl,609380,4.63,2992815.07,11/4/2028
Tretinoin,610830,2.13,1382184.87,12/31/2028
Tretinoin,610830,2.13,1382184.87,1/1/2029
Diphenoxylate HCl/Atropine,611552,0.91,590911.74,11/12/2028
Norgestrel-Ethinyl Estradiol,611802,0.61,394510.99,12/11/2028
Norgestrel-Ethinyl Estradiol,611802,0.61,394510.99,12/12/2028
Hydromorphone HCl,612051,4.12,2671790.74,1/14/2028
Hydromorphone HCl,612051,4.12,2671790.74,1/15/2028
Telmisartan,612383,1,645896.23,11/13/2028
Fluconazole,612498,2.99,1939878.68,4/17/2028
Etodolac,612644,1.97,1281625.6,5/27/2028
Emtricitabine,617486,17.78,11634670.59,5/18/2028
Emtricitabine,617486,17.78,11634670.59,5/19/2028
Clobetasol Propionate/Emoll,619769,2.2,1442495.61,11/1/2028
Metaxalone,619811,2.62,1721857.45,7/16/2028
Alosetron HCl,621196,24.24,15964455.04,10/13/2028
Paliperidone Palmitate,621813,1714.81,1130268517,7/7/2028
Paliperidone Palmitate,621813,1714.81,1130268517,7/8/2028
Nabumetone,622356,0.28,183491.66,6/18/2028
Nicardipine HCl,623426,1.52,1007198.37,10/18/2028
Amlodipine/Atorvastatin,628720,4.57,3046758.76,4/19/2028
Piperacillin Sodium/Tazobactam,629206,1.53,1018304.42,5/22/2028
Tizanidine HCl,629400,1.46,977313.04,2/19/2028
Levetiracetam,630853,0.81,542224.84,10/21/2028
Opium Tincture,631500,3.73,2499457.74,4/19/2028
Doxycycline Monohydrate,632020,16.39,10979166.12,3/21/2028
Doxycycline Monohydrate,632020,16.39,10979166.12,3/22/2028
PNV Calcium 72/Iron/Folic Acid,632967,0.23,156420.56,7/26/2028
Atovaquone/Proguanil HCl,633081,3.64,2440466.07,4/4/2028
Metformin HCl,634921,0.07,47133.72,6/11/2028
Efavirenz,634922,32.12,21615522.27,6/29/2028
Efavirenz,634922,32.12,21615522.27,6/30/2028
Fenofibrate Micronized,635254,3.02,2034484,9/10/2028
Fluvoxamine Maleate,635272,7.22,4860831.52,9/23/2028
Glyburide,636897,0.2,134693.2,8/22/2028
Lapatinib Ditosylate,637835,50.72,34289606.46,10/28/2028
Lapatinib Ditosylate,637835,50.72,34289606.46,10/29/2028
IVermectin,638519,4.01,2713144.54,4/19/2028
IVermectin,638519,4.01,2713144.54,4/24/2028
Calcifediol,639870,32.72,22190998.15,4/1/2028
Calcifediol,639870,32.72,22190998.15,4/2/2028
Anagrelide HCl,640960,2.91,1979296.82,1/5/2029
Fosinopril/Hydrochlorothiazide,643066,0.84,569729.7,6/25/2028
Lamotrigine,643223,9.31,6346678.05,3/31/2028
Syringe And Needle Insulin 1ml,644564,0.47,322825.01,4/20/2028
Syringe And Needle Insulin 1ml,644564,0.47,322825.01,4/21/2028
Flecainide Acetate,646114,1.05,722399.13,5/18/2028
Cefdinir,646206,1.37,937520.79,5/15/2028
Lidocaine,646673,2.48,1696955.16,4/25/2028
Amlodipine Bes/Olmesartan Med,650283,10.06,6933103.83,11/4/2028
Amlodipine Bes/Olmesartan Med,650283,10.06,6933103.83,11/5/2028
CyproHEPtadine HCl,650633,0.1,69152.82,8/31/2028
Heparin Sodium Porcine,650826,2.22,1530427.77,2/2/2028
Sirolimus,650937,11.93,8234967.69,8/21/2028
Cefadroxil,651274,0.46,316205.82,6/4/2028
Meperidine HCl,652500,0.83,575400.96,9/29/2028
Nelfinavir Mesylate,654617,9.44,6551884.52,6/8/2028
Nelfinavir Mesylate,654617,9.44,6551884.52,6/9/2028
Linezolid,656431,15.75,10959433.39,2/8/2028
Rizatriptan Benzoate,657452,2.42,1687150.11,8/8/2028
Betamethasone/Propylene Glyc,658907,1.64,1144977.99,5/21/2028
Norethindrone Ac-Eth Estradiol,659430,1.43,998817.4,6/26/2028
Bismuth/Metronid/Tetracycline,660197,7.39,5173600.9,10/17/2028
Bismuth/Metronid/Tetracycline,660197,7.39,5173600.9,10/18/2028
Ofloxacin,660204,12.33,8628063.51,11/20/2028
Penicillin G Potassium,660473,1.32,922680.91,11/2/2028
Cholestyramine (With Sugar),662999,0.2,140440.09,8/28/2028
Entecavir,664746,17.65,12434430.31,2/23/2028
Quetiapine Fumarate,666925,0.29,202791.37,8/23/2028
Sodium Polystyrene Sulfonate,667215,0.18,124705.34,5/13/2028
Demeclocycline HCl,668070,6.01,4257917.52,3/12/2028
Budesonide,668595,7.58,5368799.87,10/4/2028
Pen Needle  Diabetic,669363,0.3,216058.22,12/11/2028
Pen Needle  Diabetic,669363,0.3,216058.22,12/12/2028
Fluocinolone Acetonide Oil,670845,6.82,4849514.56,2/14/2028
Niacin,671521,2.21,1569828.81,10/25/2028
Olopatadine HCl,671586,33.64,23946844.89,9/16/2028
Acyclovir,673472,10.36,7396923.83,7/12/2028
Buprenorphine HCl/Naloxone HCl,673764,4.27,3046563.78,8/4/2028
Levetiracetam,673858,0.32,231839.5,10/5/2028
Cetirizine HCl,673970,0.05,38355.56,12/13/2028
Scopolamine,676033,21.88,15675558.33,8/12/2028
Scopolamine,676033,21.88,15675558.33,8/14/2028
Fluocinolone Acetonide,676669,1.75,1256468.61,3/2/2028
Carbidopa/Levodopa,676811,0.57,409573.94,9/25/2028
Ciclopirox,677001,4.78,3429952.03,8/4/2028
Cromolyn Sodium,678493,0.98,704817.09,12/15/2028
Metformin HCl,678858,0.14,99769.65,6/19/2028
Tenofovir Disoproxil Fumarate,679405,14.89,10721574.32,9/24/2028
Octreotide Acetate,680300,13.58,9791094.47,12/16/2028
Ezetimibe/Simvastatin,680790,4.05,2922836.35,2/10/2028
Pen Needle  Diabetic,681805,0.33,241346.29,8/22/2028
Pen Needle  Diabetic,681805,0.33,241346.29,8/23/2028
Telmisartan,684824,6.47,4693710.29,7/4/2028
Telmisartan,684824,6.47,4693710.29,7/5/2028
Telmisartan/Amlodipine,686682,3.09,2246499.72,11/2/2028
Rivastigmine Tartrate,689180,1.56,1141147.17,8/28/2028
Danazol,689590,4.23,3090924.65,7/8/2028
Fat Emulsions,689825,0.05,35567.99,3/4/2028
Fat Emulsions,689825,0.05,35567.99,3/5/2028
Pentazocine HCl/Naloxone HCl,690142,1.76,1287677.07,12/17/2028
Ursodiol,692368,3.67,2694624.17,6/2/2028
Etodolac,692808,0.96,701905.79,5/30/2028
Syringe-Needle Insulin 0.5 Ml,692965,0.21,157693.73,8/23/2028
Memantine HCl,693515,0.86,634956.88,10/27/2028
Azelastine HCl,693528,6.05,4444375.1,12/31/2028
Protriptyline HCl,694146,1.91,1402832.46,11/12/2028
Protriptyline HCl,694146,1.91,1402832.46,11/14/2028
Clindamycin HCl,695775,0.38,278503.46,2/3/2028
Terbutaline Sulfate,695926,3.86,2849816.6,8/22/2028
Ethosuximide,696263,1.06,784803.17,6/9/2028
Lorazepam,696561,1.06,785396.58,9/24/2028
Lorazepam,696561,1.06,785396.58,9/25/2028
Potassium Chloride In 0.9%NaCl,697000,0,1609.8,1/18/2028
Oxymorphone HCl,698273,2.06,1528387.49,8/21/2028
Irbesartan,698690,6.6,4886456.07,2/23/2028
