ItemName,StockLevel,Cost,ReimbursementPotential,ExpirationDate
Naratriptan HCl,161211,4.33,739677.37,2028-02-27
Naproxen Sodium,118696,12.19,1533778.42,2028-03-07
Naproxen Sodium,118696,12.19,1533778.42,2028-03-05
Olmesartan/Hydrochlorothiazide,1236660,8.90,11665495.79,2028-07-21
Dicyclomine HCl,19960,9.05,191517.50,2028-07-13
Dicyclomine HCl,19960,9.05,191517.50,2028-07-14
Erythromycin/Benzoyl Peroxide,1071,9.29,10547.46,2028-07-11
Erythromycin/Benzoyl Peroxide,1071,9.29,10547.46,2028-07-12
Belimumab,55206,842.61,49308372.12,2028-07-17
Belimumab,55206,842.61,49308372.12,2028-07-18
Salicylic Acid,3192,30.55,103362.39,2028-07-15
Salicylic Acid,3192,30.55,103362.39,2028-07-16
Olmesartan/Hydrochlorothiazide,1236660,8.90,11665495.79,2028-07-19
Benazepril/Hydrochlorothiazide,1950272,1.02,2105671.88,2028-07-31
Benazepril/Hydrochlorothiazide,10227835,1.01,10925881.37,2028-08-01
Aa 4.25%/Calcium/Lytes/Dex 10%,262000,0.04,10956.51,2028-12-08
Olmesartan Medoxomil,2308133,8.20,20065653.16,2028-07-24
Parenteral Amino Acid 15% No.5,32087820,0.09,3049616.33,2028-11-29
Olmesartan Medoxomil,3042314,8.16,26326341.88,2028-07-25
Parenteral Amino Acid 15% No.5,32087820,0.09,3049616.33,2028-11-28
Olmesartan Medoxomil,734180,8.01,6234233.78,2028-07-23
Benazepril/Hydrochlorothiazide,8277563,1.01,8821412.01,2028-07-29
Bendamustine HCl,3290,639.05,2228625.92,2028-07-26
Aa 5%/D15w/Electrolytes,1924557,0.05,105218.64,2028-12-05
Bendamustine HCl,3290,639.05,2228625.92,2028-07-27
Aa 5%/D15w/Electrolytes,1924557,0.05,105218.64,2028-12-04
Aa 5 %/Calcium/Lytes/Dext 20 %,817056,0.06,53350.99,2028-12-07
Aa 5 %/Calcium/Lytes/Dext 20 %,817056,0.06,53350.99,2028-12-06
Benztropine Mesylate,24877174,0.20,5293173.11,2028-06-21
Benztropine Mesylate,3401803,0.21,756208.23,2028-06-22
Benztropine Mesylate,38866367,0.23,9301463.65,2028-06-25
Benztropine Mesylate,124479970,0.22,29297376.56,2028-06-26
Benztropine Mesylate,2908,18.14,55913.24,2028-06-24
Benzonatate,63746,0.60,40463.56,2028-06-30
Benzonatate,81163,0.43,36908.50,2028-06-27
Benzonatate,645,0.28,191.67,2028-06-28
Benzonatate,474651,0.29,144779.29,2028-07-03
Benzonatate,7081,0.55,4154.01,2028-07-07
Benzonatate,158964,0.43,72060.26,2028-07-04
Benzonatate,849366,0.35,313979.69,2028-07-10
Benzonatate,63116,0.33,22042.85,2028-07-08
Nitrofurantoin Macrocrystal,18672,4.55,89983.49,2028-04-16
Propranolol HCl,5820,52.57,324315.11,2028-12-07
Nitrofurantoin Macrocrystal,18672,4.55,89983.49,2028-04-15
Syringe,Needle,Insuln,Safe,1ml,201316,0.41,87076.65,2028-04-14
Syringe,Needle,Insuln,Safe,1ml,201316,0.41,87076.65,2028-04-13
Indomethacin,13678908,0.19,2731548.08,2028-12-04
Syringe,Needle,Insuln,Sf 0.5ml,3100,0.36,1180.85,2028-04-12
Syringe,Needle,Insuln,Sf 0.5ml,3100,0.36,1180.85,2028-04-11
Indomethacin,5559758,0.20,1149637.67,2028-12-02
Syringe,Needle,Insuln,Sf 0.5ml,86150,0.41,37185.81,2028-04-10
Syringe,Needle,Insuln,Sf 0.5ml,86150,0.41,37185.81,2028-04-09
Indomethacin,8116871,0.18,1583056.15,2028-11-30
Magnesium Chloride,11415,0.05,551.00,2028-04-08
Magnesium Chloride,11415,0.05,551.00,2028-04-07
Indomethacin,2279,0.31,746.86,2028-11-28
Fat Emul/Soy/Mct/Oliv/Fish Oil,1190361,0.18,231344.24,2028-07-27
Pomalidomide,1143614,796.87,965986854.73,2028-03-22
Levonorgestrel/Ethin.Estradiol,251542,0.53,140061.89,2028-03-19
Fat Emul/Soy/Mct/Oliv/Fish Oil,1190361,0.18,231344.24,2028-07-26
Levonorgestrel/Ethin.Estradiol,251542,0.53,140061.89,2028-03-18
Pen Needle, Diabetic,2802874,0.21,637753.41,2028-12-17
Sodium Acetate,192188,0.11,22008.69,2028-07-20
Umeclidinium Bromide,47071882,10.99,548472513.89,2028-12-16
Nitroglycerin,942115,1.11,1105318.57,2028-08-30
Umeclidinium Bromide,47071882,10.99,548472513.89,2028-12-15
Nitroglycerin,942115,1.11,1105318.57,2028-08-31
Indapamide,23381032,0.32,7815775.92,2028-12-14
Measles,Mumps,Rubella Vacc/PF,6533,89.77,621637.69,2028-04-22
Nitroglycerin,109654,13.38,1555277.16,2028-08-28
Indapamide,7470436,0.24,1927180.11,2028-12-13
Measles,Mumps,Rubella Vacc/PF,6533,89.77,621637.69,2028-04-21
Nitroglycerin,109654,13.38,1555277.16,2028-08-29
Indapamide,4906820,0.33,1691242.15,2028-12-12
PNV,Calcium 72/Iron/Folic Acid,2590,0.13,368.68,2028-04-20
Indapamide,11003776,0.36,4222210.00,2028-12-11
PNV,Calcium 72/Iron/Folic Acid,2590,0.13,368.68,2028-04-19
Nitrofurantoin,198648,2.44,513227.94,2028-08-27
Propranolol HCl,263224,55.38,15452678.67,2028-12-10
Nitrofurantoin Monohyd/M-Cryst,19137,5.50,111611.03,2028-04-18
Propranolol HCl,263224,55.38,15452678.67,2028-12-09
Nitrofurantoin Monohyd/M-Cryst,19137,5.50,111611.03,2028-04-17
Nitrofurantoin,198648,2.44,513227.94,2028-08-25
Propranolol HCl,5820,52.57,324315.11,2028-12-08
Sodium Acetate,7854,0.27,2235.08,2028-07-17
Sodium Bicarbonate,5276502,0.24,1337627.95,2028-07-16
Sodium Acetate,184334,0.02,4513.10,2028-07-18
Potassium Chloride In Water,52755,0.06,3548.69,2028-03-06
Sodium Bicarbonate,7150,0.19,1415.69,2028-07-13
Potassium Chloride In Water,52755,0.06,3548.69,2028-03-05
Sodium Bicarbonate,176528,0.39,72266.44,2028-07-12
Potassium Acetate,123206,0.07,8722.79,2028-03-08
Sodium Bicarbonate,102475,0.20,21911.36,2028-07-15
Potassium Acetate,123206,0.07,8722.79,2028-03-07
Sodium Bicarbonate,4990349,0.23,1238560.00,2028-07-14
Magnesium Sulfate In Water,92425,0.01,1362.56,2028-03-25
Magnesium Sulfate/D5W,117629,0.05,6269.00,2028-03-24
Valbenazine Tosylate,1492090,207.17,327660723.29,2028-11-14
Magnesium Sulfate/D5W,19701,0.05,984.88,2028-03-23
Potassium Chloride,1184654211,0.42,521614285.13,2028-03-02
Valbenazine Tosylate,1492090,207.17,327660723.29,2028-11-13
Magnesium Sulfate/D5W,83928,0.05,4447.02,2028-03-22
Magnesium Sulfate/D5W,14000,0.06,835.45,2028-03-21
Axitinib,447322,186.79,88566818.65,2028-11-10
Hydroxyprogesterone Caproat/PF,3940,796.97,3328484.31,2028-03-19
Axitinib,447322,186.79,88566818.65,2028-11-09
Hydroxyprogesterone Caproat/PF,3940,796.97,3328484.31,2028-03-18
Propranolol HCl,42760,53.91,2443566.33,2028-11-08
Potassium Chloride,370403490,0.34,134599643.59,2028-02-22
Potassium Chloride,828833,0.81,715991.15,2028-02-28
Potassium Chloride,341860,0.32,117416.31,2028-02-25
Magnesium Sulfate,1150708,0.09,113648.81,2028-04-06
Indomethacin,1200702,1.03,1311792.53,2028-11-27
Magnesium Sulfate,5465,0.22,1268.15,2028-04-05
Indomethacin,454454,0.85,408033.77,2028-11-26
Magnesium Sulfate,5741,0.39,2367.30,2028-04-04
Potassium Chloride,159382183,1.93,325335308.68,2028-02-21
Indomethacin,191974,0.89,181510.38,2028-11-25
Magnesium Sulfate,1125403,0.07,80780.60,2028-04-03
Indomethacin,267122,1.20,340093.92,2028-11-24
Magnesium Sulfate,14098,0.22,3253.38,2028-04-02
Indomethacin,287152,1.25,381103.42,2028-11-23
Magnesium Sulfate In Water,512833,0.10,52977.21,2028-04-01
Diph,Pertuss(Acell),Tet Ped/PF,464,48.36,23783.69,2028-11-22
Diph,Pertuss(Acell),Tet Ped/PF,464,48.36,23783.69,2028-11-21
Infliximab-Dyyb,1105,967.07,1132728.55,2028-11-20
Magnesium Sulfate In Water,297752,0.11,35588.84,2028-03-29
Infliximab-Dyyb,1105,967.07,1132728.55,2028-11-19
Magnesium Sulfate In Water,122655,0.10,12425.04,2028-03-28
Potassium Chloride,2715,0.38,1080.78,2028-02-17
Potassium Chloride,31725187,0.34,11505080.64,2028-02-16
Potassium Chloride,64065444,0.40,26870969.50,2028-02-19
Potassium Chloride,11683101,0.50,6136343.11,2028-02-18
Potassium Chloride,34963583,0.45,16730770.21,2028-02-13
Potassium Chloride,500690,0.06,33978.83,2028-02-12
Potassium Chloride,748543,0.60,473067.43,2028-02-14
Potassium Chloride,36872565,0.42,16370622.21,2028-02-10
Nifedipine,39294582,0.66,27310606.71,2028-10-03
Nifedipine,10758,0.54,6128.45,2028-09-30
Imipramine HCl,9466559,0.25,2545172.39,2028-01-16
Leuprolide Acetate,19663,3535.13,73682004.87,2028-05-24
Nifedipine,83488538,0.69,61123301.42,2028-10-01
Imipramine Pamoate,1939874,5.94,12212615.60,2028-01-15
Leuprolide Acetate,19663,3535.13,73682004.87,2028-05-23
Nifedipine,33656793,0.71,25434515.38,2028-09-28
Imipramine Pamoate,929944,5.83,5743673.16,2028-01-14
Leuprolide Acetate,155,3084.62,506802.55,2028-05-22
Nifedipine,5958472,0.58,3658677.09,2028-09-29
Imipramine Pamoate,1009930,6.01,6430805.37,2028-01-13
Leuprolide Acetate,155,3084.62,506802.55,2028-05-21
Imiquimod,2742448,3.75,10914942.65,2029-01-11
Levonorgestrel/Ethin.Estradiol,68498,0.52,37761.96,2028-05-20
Nifedipine,19789801,0.68,14292618.22,2028-09-27
Levonorgestrel/Ethin.Estradiol,68498,0.52,37761.96,2028-05-19
Nifedipine,24804,0.79,20793.38,2028-09-24
Imiquimod,374495,3.68,1460489.82,2029-01-09
Eszopiclone,479898,15.69,7983379.35,2028-05-28
Eszopiclone,479898,15.69,7983379.35,2028-05-27
Nifedipine,182223748,0.68,131944530.00,2028-10-04
Potassium Chloride,92232,0.08,7612.59,2028-02-08
Potassium Chloride,34089718,0.39,14191810.24,2028-02-02
Nicotine,550902,11.15,6509853.40,2028-10-13
Luliconazole,22410,3.17,75279.18,2028-06-05
Nifedipine,1607401,1.19,2019191.01,2028-10-11
Luliconazole,22410,3.17,75279.18,2028-06-04
Nicotine,550902,11.15,6509853.40,2028-10-12
Nifedipine,106791,0.71,80668.84,2028-10-09
Nifedipine,270957,1.52,435436.86,2028-10-10
Bimatoprost,7622311,71.98,581577346.13,2028-06-01
Nifedipine,724377,1.54,1186008.96,2028-10-07
Bimatoprost,7622311,71.98,581577346.13,2028-05-31
Nifedipine,2700,0.79,2267.88,2028-10-08
Alglucosidase Alfa,38056,750.25,30264509.64,2028-05-30
Alglucosidase Alfa,38056,750.25,30264509.64,2028-05-29
Nifedipine,502576,0.73,390316.23,2028-10-06
Ranibizumab,98,32482.75,3374308.07,2028-06-08
Nicotine,6106153,2.54,16455407.88,2028-10-14
Syringe,Insulin,Needless 1 Ml,4454,0.44,2082.24,2028-06-07
Nicotine,6106153,2.54,16455407.88,2028-10-15
Syringe,Insulin,Needless 1 Ml,4454,0.44,2082.24,2028-06-06
Nimodipine,81672,6.76,585408.84,2028-09-12
Pregabalin,391136267,7.55,3131784289.85,2028-05-06
Nimodipine,66897,5.95,421730.58,2028-09-13
Azathioprine,70536,6.51,486653.24,2028-12-27
Pregabalin,391136267,7.55,3131784289.85,2028-05-05
Ixazomib Citrate,79549,3372.55,284379584.53,2028-09-10
Azathioprine,70536,6.51,486653.24,2028-12-26
Pregabalin,54266,13.03,749603.71,2028-05-04
Nimodipine,2878,5.95,18147.43,2028-09-11
Estradiol,2840,22.07,66452.54,2028-12-25
Pregabalin,54266,13.03,749603.71,2028-05-03
Nisoldipine,1949613,5.53,11426257.03,2028-09-08
Estradiol,2840,22.07,66452.54,2028-12-24
Ixazomib Citrate,79549,3372.55,284379584.53,2028-09-09
Nisoldipine,450253,7.20,3436348.38,2028-09-06
Nisoldipine,1499360,4.92,7813538.67,2028-09-07
Pen Needle, Diabetic,2802874,0.21,637753.41,2028-12-19
Miltefosine,1064,601.71,678627.52,2028-12-28
Ethinyl Estradiol/Drospirenone,162178,1.36,233049.72,2028-09-23
Luliconazole,74881,8.24,653925.66,2028-05-16
Nilutamide,6498,234.24,1613420.72,2028-09-21
Imiquimod,810,144.54,124104.04,2029-01-06
Luliconazole,74881,8.24,653925.66,2028-05-15
Ethinyl Estradiol/Drospirenone,162178,1.36,233049.72,2028-09-22
Imiquimod,577965,3.74,2290580.77,2029-01-05
Nilutamide,34185,153.97,5579225.31,2028-09-19
Sumatriptan,3901,76.43,316060.08,2029-01-04
Nilutamide,6498,234.24,1613420.72,2028-09-20
Sumatriptan,3901,76.43,316060.08,2029-01-03
Nilutamide,34185,153.97,5579225.31,2028-09-17
Sumatriptan Succinate,88045,113.28,10572624.10,2029-01-02
Sumatriptan Succinate,88045,113.28,10572624.10,2029-01-01
Nimodipine,5331,2.65,14964.85,2028-09-15
Rabies Vacc, Human Diploid/PF,427,339.37,153604.23,2028-12-31
Nimodipine,184481,6.27,1225734.71,2028-09-16
Rabies Vacc, Human Diploid/PF,427,339.37,153604.23,2028-12-30
Olaparib,1180134,111.69,139717444.74,2028-05-08
Miltefosine,1064,601.71,678627.52,2028-12-29
Olaparib,1180134,111.69,139717444.74,2028-05-07
Nimodipine,27703,6.61,194139.01,2028-09-14
Imiquimod,495880,3.64,1915221.72,2029-01-08
Imiquimod,1293296,3.63,4974849.89,2029-01-07
Everolimus,8462,529.73,4751526.58,2028-04-13
Everolimus,8462,529.73,4751526.58,2028-04-12
Everolimus,727436,531.41,409761311.95,2028-04-15
Everolimus,727436,531.41,409761311.95,2028-04-14
Anagrelide HCl,26646,7.96,224907.01,2028-04-09
Anagrelide HCl,26646,7.96,224907.01,2028-04-08
Insulin Regular, Human,749550,6.00,4771072.54,2028-04-11
Insulin Regular, Human,749550,6.00,4771072.54,2028-04-10
Clonidine HCl,279140183,0.08,24845010.42,2028-07-31
Clonidine HCl,20464324,0.08,1794000.99,2028-08-03
Clonidine HCl,47021681,0.09,4535076.85,2028-08-02
Erenumab-Aooe,21497,580.57,13229452.28,2028-04-07
Clonidine HCl,1256246,0.10,133610.42,2028-08-05
Trifluridine,113815,18.82,2270192.73,2028-02-27
Clonidine HCl,18874713,0.10,1958486.11,2028-08-04
Trifluoperazine HCl,3686079,1.08,4229386.17,2028-02-28
Clonidine HCl,709785,0.08,62882.04,2028-08-07
Clonidine HCl,32947751,0.08,2800955.95,2028-08-08
Silodosin,64144,6.83,464264.10,2028-10-16
Trihexyphenidyl HCl,957470,0.07,71536.95,2028-02-22
Clonidine HCl,593834,3.01,1896486.32,2028-07-30
Silodosin,23564,5.30,132258.51,2028-10-15
Trihexyphenidyl HCl,6145630,0.16,1043753.73,2028-02-23
Brodalumab,2629,1192.40,3322914.54,2028-10-18
Trihexyphenidyl HCl,869819,0.06,51948.01,2028-02-24
Silodosin,379065,6.13,2463220.35,2028-10-17
Trihexyphenidyl HCl,21229499,0.14,3233459.32,2028-02-25
Silodosin,70563,5.82,435664.80,2028-10-11
Trihexyphenidyl HCl,13256579,0.14,1918603.17,2028-02-19
Silodosin,7113,4.36,32837.24,2028-10-14
Silodosin,121983,6.10,788311.36,2028-10-13
Trifluridine,113815,18.82,2270192.73,2028-02-26
Amphetamine,30393,10.75,346373.67,2028-04-16
Fluticasone Propion/Salmeterol,854,298.50,270212.05,2028-04-02
Fluticasone Propion/Salmeterol,854,298.50,270212.05,2028-04-03
Fremanezumab-Vfrm,2656,389.02,1095226.35,2028-03-29
Clonidine HCl,400414685,0.09,36318113.73,2028-08-10
Bacitracin/Polymyxin B Sulfate,878,4.56,4239.76,2028-03-28
Clonidine,999176,25.68,27200041.81,2028-08-12
Fremanezumab-Vfrm,2656,389.02,1095226.35,2028-03-30
Clonidine,886068,26.53,24921535.62,2028-08-11
Clonidine,2989969,26.36,83557711.98,2028-08-14
Clonidine,1104724,26.80,31381336.69,2028-08-13
Clonazepam,6254818,0.85,5622623.23,2028-08-15
Silodosin,91698,6.17,599453.35,2028-10-09
Clonazepam,59419014,0.12,7480326.57,2028-08-18
Clonazepam,236288481,0.12,29912284.21,2028-08-17
Silver Nitrate,36280,0.08,3104.42,2028-10-05
Fenofibric Acid (Choline),106122,7.79,876210.14,2028-02-11
Fenofibric Acid (Choline),106122,7.79,876210.14,2028-02-12
Silver Sulfadiazine,340666,0.20,70453.96,2028-10-07
Oxcarbazepine,3116326,9.76,32233904.95,2028-02-13
Silver Nitrate,36280,0.08,3104.42,2028-10-06
Oxcarbazepine,3116326,9.76,32233904.95,2028-02-14
Silver Sulfadiazine,1217393,0.19,244948.36,2028-10-01
Trimethoprim,10692336,0.36,4040219.79,2028-02-07
Silver Sulfadiazine,44365238,0.18,8299562.23,2028-09-30
Trimethobenzamide HCl,382343,1.35,546439.79,2028-02-08
Trimethobenzamide HCl,154856,1.30,214059.33,2028-02-09
Silver Sulfadiazine,45582631,0.18,8545870.29,2028-10-02
Trimethobenzamide HCl,537199,1.34,760373.72,2028-02-10
Erenumab-Aooe,21497,580.57,13229452.28,2028-04-06
Silver Sulfadiazine,340666,0.20,70453.96,2028-10-08
Lidocaine HCl/PF,94,26.09,2599.94,2028-03-24
Lidocaine HCl/PF,94,26.09,2599.94,2028-03-23
Hydrocortisone,1986,0.16,329.93,2028-03-18
Netupitant/Palonosetron HCl,1264,540.84,724636.35,2028-03-20
Netupitant/Palonosetron HCl,1264,540.84,724636.35,2028-03-19
Drospir/Eth Estra/Levomefol Ca,7336,7.26,56437.62,2028-03-06
Clopidogrel Bisulfate,22266386,0.20,4735117.78,2028-07-12
Drospir/Eth Estra/Levomefol Ca,7336,7.26,56437.62,2028-03-07
Clopidogrel Bisulfate,11076026,0.19,2250178.52,2028-07-11
Bicalutamide,1132584,0.72,866637.41,2028-03-04
Clopidogrel Bisulfate,19925319,0.16,3280115.80,2028-07-14
Brinzolamide/Brimonidine Tart,3438971,19.06,69477893.67,2028-09-29
Bicalutamide,11090816,0.62,7321015.73,2028-03-05
Clopidogrel Bisulfate,284918,0.86,258670.30,2028-07-13
Clopidogrel Bisulfate,40100115,0.21,8855979.41,2028-07-16
Bexarotene,8761,139.90,1299233.21,2028-03-11
Clopidogrel Bisulfate,53616481,0.18,10189152.50,2028-07-15
Meningococcal B Vaccine,4-Comp,798,358.96,303638.07,2028-03-08
Meningococcal B Vaccine,4-Comp,798,358.96,303638.07,2028-03-09
Clopidogrel Bisulfate,5548850,0.22,1293162.32,2028-07-17
Clopidogrel Bisulfate,41971403,0.27,11910316.31,2028-07-09
Golimumab,15625,8642.06,143134120.72,2028-09-24
Trimipramine Maleate,71996,4.72,360577.00,2028-01-31
Clopidogrel Bisulfate,2044275,0.20,434976.32,2028-07-08
Golimumab,25357,438.39,11783250.54,2028-09-23
Bicalutamide,1419996,0.62,938336.84,2028-03-01
Bicalutamide,18969,1.38,27831.51,2028-03-02
Clopidogrel Bisulfate,77615,0.21,17267.07,2028-07-10
Golimumab,15625,8642.06,143134120.72,2028-09-25
Trimipramine Maleate,71996,4.72,360577.00,2028-02-03
Simvastatin,4528679,0.13,626010.87,2028-09-20
Simvastatin,43670,0.11,5241.70,2028-09-19
Vortioxetine Hydrobromide,16735704,12.77,226507469.95,2028-01-28
Golimumab,25357,438.39,11783250.54,2028-09-22
Prenatal Vit27,Calcium/Iron/FA,17874,0.24,4592.25,2028-01-29
Simvastatin,1453604552,0.13,201935447.33,2028-09-21
Prenatal Vit27,Calcium/Iron/FA,17874,0.24,4592.25,2028-01-30
Brinzolamide/Brimonidine Tart,3438971,19.06,69477893.67,2028-09-28
Trimethoprim,6055894,0.36,2327276.27,2028-02-04
Trimethoprim,4636442,0.35,1714701.36,2028-02-05
Bacitracin/Polymyxin B Sulfate,878,4.56,4239.76,2028-03-27
Clopidogrel Bisulfate,6581764,0.24,1672540.28,2028-07-21
Clonidine HCl,252840,3.02,808547.03,2028-07-23
Clopidogrel Bisulfate,796386864,0.23,193087151.45,2028-07-22
Clonidine HCl,8340,2.62,23202.18,2028-07-25
Clonidine HCl,135820,3.05,439371.24,2028-07-24
Clonidine HCl,66262,2.97,208477.41,2028-07-27
Clonidine HCl,123052,3.03,394996.32,2028-07-26
Clonidine HCl,7520,2.80,22331.87,2028-07-28
Clopidogrel Bisulfate,3972944,0.20,860909.76,2028-07-20
Piroxicam,3615941,1.28,4911737.34,2028-05-07
Simvastatin,373831571,0.15,58263930.47,2028-09-13
Abacavir/Lamivudine/Zidovudine,20820,27.24,601067.67,2028-01-20
Simvastatin,8931375,0.10,954566.37,2028-09-12
Levonorgestrel/Ethin.Estradiol,54251,0.65,37246.92,2028-01-21
Bexarotene,226849,172.61,41504846.99,2028-03-12
Norethindrone-Ethin. Estradiol,250469,0.53,141856.30,2028-05-09
Simvastatin,4933,0.15,761.99,2028-09-15
Levonorgestrel/Ethin.Estradiol,54251,0.65,37246.92,2028-01-22
Norethindrone-Ethin. Estradiol,250469,0.53,141856.30,2028-05-08
Simvastatin,194257,0.22,46000.77,2028-09-14
Abacavir/Dolutegravir/Lamivudi,8066529,94.78,810421329.18,2028-01-23
Piroxicam,1045209,1.39,1545488.96,2028-05-03
Simvastatin,28262646,0.14,4335389.92,2028-09-09
Piroxicam,210452,1.10,245538.66,2028-05-02
Piroxicam,139609,1.27,188223.09,2028-05-05
Simvastatin,32502779,0.10,3324451.62,2028-09-11
Piroxicam,432809,1.33,610624.46,2028-05-04
Simvastatin,4231722,0.12,523553.94,2028-09-10
Abacavir/Lamivudine/Zidovudine,20820,27.24,601067.67,2028-01-19
Abacavir/Dolutegravir/Lamivudi,8066529,94.78,810421329.18,2028-01-24
Simvastatin,124140066,0.11,14543939.07,2028-09-16
B Complex W-C No.20/Folic Acid,10794,0.36,4067.28,2028-01-25
B Complex W-C No.20/Folic Acid,10794,0.36,4067.28,2028-01-26
Vortioxetine Hydrobromide,16735704,12.77,226507469.95,2028-01-27
Eplerenone,62015,10.77,708139.87,2028-10-28
Tadalafil,3897887,68.30,282186316.32,2028-05-22
Dextroamphetamine/Amphetamine,607546,6.34,4084446.97,2028-05-19
Dextroamphetamine/Amphetamine,1676353,4.85,8609289.74,2028-05-18
Tadalafil,3897887,68.30,282186316.32,2028-05-21
Dextroamphetamine/Amphetamine,607546,6.34,4084446.97,2028-05-20
Dextroamphetamine/Amphetamine,1676353,4.85,8609289.74,2028-05-17
Electrolyte-A Solution,210500,0.01,3280.47,2028-04-26
Tropicamide,18545,0.72,14187.15,2029-01-08
Electrolyte-A Solution,210500,0.01,3280.47,2028-04-25
Alcohol Antiseptic Pads,61297296,0.04,2598284.32,2028-09-01
Tropicamide,7920,2.11,17689.25,2029-01-09
Hydroxychloroquine Sulfate,493416,9.08,4746967.46,2028-04-28
Simvastatin,41048,0.30,13147.34,2028-09-04
Hydroxychloroquine Sulfate,493416,9.08,4746967.46,2028-04-27
Tropicamide,26465,1.26,35404.26,2029-01-11
Clopidogrel Bisulfate,2085669,6.42,14187279.57,2028-04-22
Clopidogrel Bisulfate,2085669,6.42,14187279.57,2028-04-24
Alcohol Antiseptic Pads,61297296,0.04,2598284.32,2028-08-31
Montelukast Sodium,1284665,7.48,10179239.09,2028-08-30
Trospium Chloride,15520110,1.19,19502422.15,2029-01-07
Piroxicam,41431,1.32,58174.64,2028-04-30
Simvastatin,1014698,0.09,98473.57,2028-09-06
Topiramate,1787395,22.40,42430494.50,2028-01-13
Piroxicam,1712741,1.17,2124421.29,2028-04-29
Simvastatin,686744538,0.13,95154392.04,2028-09-05
Topiramate,1787395,22.40,42430494.50,2028-01-14
Simvastatin,38849452,0.12,5100780.12,2028-09-08
Ibalizumab-Uiyk,4962,879.82,4627584.33,2028-01-15
Piroxicam,33690,1.45,51799.28,2028-05-01
Simvastatin,150283115,0.12,18957659.32,2028-09-07
Ibalizumab-Uiyk,4962,879.82,4627584.33,2028-01-16
Adefovir Dipivoxil,189521,28.10,5644990.45,2028-05-16
Adefovir Dipivoxil,6726,28.10,200335.29,2028-05-15
Propranolol HCl,42760,53.91,2443566.33,2028-11-07
Insulin Pen,Reusable,Bt Lispro,49,684.27,35541.10,2028-11-06
Insulin Pen,Reusable,Bt Lispro,49,684.27,35541.10,2028-11-05
Riociguat,2292012,111.77,271539136.49,2028-05-12
Insulin Pen,Reusable,Bt,Aspart,22,680.74,15874.90,2028-11-04
Insulin Pen,Reusable,Bt,Aspart,22,680.74,15874.90,2028-11-03
Adefovir Dipivoxil,182795,28.10,5444654.97,2028-05-14
Riociguat,2292012,111.77,271539136.49,2028-05-13
Lixisenatide,636,99.67,67193.87,2028-05-08
Insulin Lispro,17019,23.72,427881.47,2028-05-07
Eplerenone,62015,10.77,708139.87,2028-10-29
Lixisenatide,636,99.67,67193.87,2028-05-09
PEG3350/Sod Sul/NaCl/KCl/Asb/C,2239,37.36,88674.64,2028-04-15
PEG3350/Sod Sul/NaCl/KCl/Asb/C,2239,37.36,88674.64,2028-04-14
Sirolimus,650937,11.93,8234967.69,2028-08-21
Trospium Chloride,1489795,3.71,5858723.56,2028-12-29
Sirolimus,789571,11.30,9459677.74,2028-08-23
Trospium Chloride,5315439,4.02,22660986.90,2028-12-31
Trospium Chloride,2126844,1.35,3034617.56,2029-01-06
PEGinterferon Beta-1a,1607,6835.28,11643348.17,2028-04-19
Sirolimus,399154,6.00,2537326.00,2028-08-26
Trospium Chloride,7498105,1.12,8934319.30,2029-01-01
PEGinterferon Beta-1a,1607,6835.28,11643348.17,2028-04-18
Trospium Chloride,2244433,1.21,2871760.62,2029-01-02
PEGinterferon Beta-1a,9360,6870.18,68163148.10,2028-04-21
Montelukast Sodium,1284665,7.48,10179239.09,2028-08-28
Trospium Chloride,26715,1.26,35621.61,2029-01-03
PEGinterferon Beta-1a,9360,6870.18,68163148.10,2028-04-20
Sirolimus,1839662,10.46,20388071.82,2028-08-27
Trospium Chloride,3624013,1.16,4459289.47,2029-01-04
Insulin Lispro,36927,30.46,1192455.45,2028-05-05
Insulin Lispro,36927,30.46,1192455.45,2028-05-04
Insulin Lispro,17019,23.72,427881.47,2028-05-06
Fluticasone Propion/Salmeterol,356738339,6.71,2535741818.82,2028-05-01
Fluticasone Propion/Salmeterol,356738339,6.71,2535741818.82,2028-04-30
Epinephrine,7243,2.83,21696.79,2028-05-03
Epinephrine,7243,2.83,21696.79,2028-05-02
Pen Needle, Diabetic,178610,0.56,105666.24,2028-04-27
Fluticasone Propion/Salmeterol,7030447,36.95,275382348.47,2028-04-29
Fluticasone Propion/Salmeterol,7030447,36.95,275382348.47,2028-04-28
Polymyxin B Sulf/Trimethoprim,4274231,0.91,4131305.86,2028-04-04
Tedizolid Phosphate,24334,349.20,9007219.52,2028-08-11
Polymyxin B Sulf/Trimethoprim,2715722,0.93,2683028.09,2028-04-03
Metaxalone,133937,10.11,1435876.10,2028-08-10
Bacitracin/Polymyxin B Sulfate,28485,4.70,141773.91,2028-04-06
Tedizolid Phosphate,24334,349.20,9007219.52,2028-08-13
Bacitracin/Polymyxin B Sulfate,28485,4.70,141773.91,2028-04-05
Polymyxin B Sulf/Trimethoprim,904815,0.89,852172.49,2028-04-02
Trospium Chloride,3633201,4.15,15996554.58,2028-12-25
Podofilox,21139,16.11,361016.41,2028-04-11
Trospium Chloride,192443,4.40,898114.60,2028-12-26
Podofilox,10923,16.68,193145.73,2028-04-10
Bedaquiline Fumarate,3614,163.04,624567.72,2028-08-17
